Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
68,snowball,"snowball 18 17",3,769,152,42,16,12,-4,18,22,110,15,16
69,shoot,"shoot NW",1,783,144,34,16,12,-4,18,22,110,15,16
70,snowball,"snowball 18 17",3,800,144,34,16,12,-4,18,22,110,15,16
71,shoot,"shoot NW",1,816,144,34,16,12,-4,18,22,110,15,16
72,move,"move 16 17",3,813,136,26,16,12,-4,18,22,110,15,16
73,shoot,"shoot NW",1,869,136,26,16,12,-4,18,22,110,15,16
74,move,"move 16 17",3,869,136,26,16,12,-4,18,22,110,15,16
75,move,"move 16 13",1,874,136,26,16,13,-4,18,22,110,15,16
76,shoot,"shoot E",3,890,136,26,16,13,-4,18,22,110,15,16
77,shoot,"shoot S",1,906,136,26,16,13,-4,18,22,110,15,16
78,shoot,"shoot E",3,906,136,26,16,13,-4,18,22,110,15,16
79,shoot,"shoot S",1,959,128,26,16,13,-4,18,22,102,15,16
80,shoot,"shoot E",3,957,120,26,16,13,-4,18,22,94,15,16
81,move,"move 17 14",1,959,112,26,17,14,-4,18,22,86,15,16
82,shoot,"shoot E",3,972,104,26,17,14,-4,18,22,78,15,16
83,dig,"dig 17 15",1,977,96,26,17,14,-4,18,22,70,15,16
84,shoot,"shoot E",3,990,88,18,17,14,-4,18,22,70,15,16
85,shoot,"shoot S",1,1003,80,10,17,14,-4,18,22,70,15,16
86,shoot,"shoot E",3,1017,72,2,17,14,-4,18,22,70,15,16
87,shoot,"shoot S",1,1032,70,-6,17,14,-4,18,22,70,15,16
88,shoot,"shoot E",3,1045,62,-6,17,14,-4,18,22,62,15,16
89,shoot,"shoot E",3,1059,54,-6,17,14,-4,18,22,54,15,16
90,shoot,"shoot E",3,1072,46,-6,17,14,-4,18,22,46,15,16
91,shoot,"shoot E",3,1085,38,-6,17,14,-4,18,22,38,15,16
92,shoot,"shoot E",3,1099,30,-6,17,14,-4,18,22,30,15,16
93,shoot,"shoot E",3,1112,22,-6,17,14,-4,18,22,22,15,16
94,shoot,"shoot E",3,1125,14,-6,17,14,-4,18,22,14,15,16
