Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,move,"move 20 17",3,751,178,10,14,22,68,14,10,100,20,17
56,move,"move 15 21",1,756,178,10,15,21,68,14,10,100,20,17
57,shoot,"shoot SE",2,769,170,10,15,21,60,14,10,100,20,17
58,dig,"dig 19 17",3,776,170,10,15,21,60,14,10,100,20,17
59,dig,"dig 16 20",1,781,162,10,15,21,52,14,10,100,20,17
60,shoot,"shoot SE",2,797,162,10,15,21,52,14,10,100,20,17
61,move,"move 19 17",3,799,154,10,15,21,44,14,10,100,19,17
62,move,"move 16 20",1,804,154,10,16,20,44,14,10,100,19,17
63,shoot,"shoot SE",2,801,146,10,16,20,36,14,10,100,19,17
64,snowball,"snowball 15 16",3,818,146,10,16,20,36,14,10,100,19,17
65,move,"move 17 19",1,816,138,10,16,20,28,14,10,100,19,17
66,shoot,"shoot SE",2,832,138,10,16,20,28,14,10,100,19,17
67,move,"move 18 17",3,837,140,10,16,20,20,14,10,110,18,17
68,move,"move 16 19",1,837,140,10,16,20,20,14,10,110,18,17
69,shoot,"shoot SE",2,851,132,10,16,20,12,14,10,110,18,17
70,snowball,"snowball 15 16",3,868,132,10,16,20,12,14,10,110,18,17
71,move,"move 16 19",1,870,124,10,16,19,4,14,10,110,18,17
72,shoot,"shoot SE",2,886,124,10,16,19,4,14,10,110,18,17
73,move,"move 17 16",3,885,120,10,16,19,-4,14,10,110,18,17
74,move,"move 16 18",1,890,120,10,16,18,-4,14,10,110,18,17
75,move,"move 17 16",3,895,120,10,16,18,-4,14,10,110,17,16
76,move,"move 16 17",1,897,112,10,16,17,-4,14,10,102,17,16
77,snowball,"snowball 15 16",3,894,104,2,16,17,-4,14,10,102,17,16
78,shoot,"shoot N",1,894,104,2,16,17,-4,14,10,102,17,16
79,shoot,"shoot W",3,910,102,-6,16,17,-4,14,10,102,17,16
80,shoot,"shoot W",3,926,102,-6,16,17,-4,14,10,102,17,16
81,shoot,"shoot W",3,942,102,-6,16,17,-4,14,10,102,17,16
82,shoot,"shoot W",3,955,94,-6,16,17,-4,14,10,94,17,16
83,shoot,"shoot W",3,971,94,-6,16,17,-4,14,10,94,17,16
84,shoot,"shoot N",3,984,86,-6,16,17,-4,14,10,86,17,16
85,shoot,"shoot N",3,998,78,-6,16,17,-4,14,10,78,17,16
86,shoot,"shoot N",3,1011,70,-6,16,17,-4,14,10,70,17,16
87,shoot,"shoot N",3,1064,62,-6,16,17,-4,14,10,62,17,16
88,shoot,"shoot W",3,1078,54,-6,16,17,-4,14,10,54,17,16
89,shoot,"shoot W",3,1091,46,-6,16,17,-4,14,10,46,17,16
90,shoot,"shoot W",3,1104,38,-6,16,17,-4,14,10,38,17,16
91,shoot,"shoot W",3,1118,30,-6,16,17,-4,14,10,30,17,16
92,shoot,"shoot W",3,1131,22,-6,16,17,-4,14,10,22,17,16
93,shoot,"shoot W",3,1144,14,-6,16,17,-4,14,10,14,17,16
94,shoot,"shoot W",3,1158,6,-6,16,17,-4,14,10,6,17,16
