Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
55,move,"move 21 17",3,777,154,10,15,21,44,14,10,100,21,17
56,move,"move 16 20",1,779,146,10,16,20,36,14,10,100,21,17
57,shoot,"shoot SE",2,795,146,10,16,20,36,14,10,100,21,17
58,dig,"dig 20 17",3,800,138,10,16,20,28,14,10,100,21,17
59,dig,"dig 17 19",1,807,138,10,16,20,28,14,10,100,21,17
60,shoot,"shoot SE",2,820,130,10,16,20,20,14,10,100,21,17
61,move,"move 20 17",3,825,130,10,16,20,20,14,10,100,20,17
62,move,"move 17 19",1,827,122,10,17,19,12,14,10,100,20,17
63,shoot,"shoot SE",2,843,122,10,17,19,12,14,10,100,20,17
64,dig,"dig 19 17",3,848,114,10,17,19,4,14,10,100,20,17
65,dig,"dig 18 18",1,855,114,10,17,19,4,14,10,100,20,17
66,shoot,"shoot SE",2,869,110,10,17,19,-4,14,10,100,20,17
67,move,"move 19 17",3,874,110,10,17,19,-4,14,10,100,19,17
68,move,"move 18 18",1,874,110,10,17,19,-4,14,10,100,19,17
69,snowball,"snowball 15 16",3,891,110,10,17,19,-4,14,10,100,19,17
70,move,"move 18 18",1,896,110,10,18,18,-4,14,10,100,19,17
71,shoot,"shoot W",3,912,110,10,18,18,-4,14,10,100,19,17
72,move,"move 18 17",1,921,120,20,18,17,-4,14,10,100,19,17
73,move,"move 18 16",3,926,120,20,18,17,-4,14,10,100,18,16
74,shoot,"shoot W",1,942,120,20,18,17,-4,14,10,100,18,16
75,snowball,"snowball 18 14",3,959,120,20,18,17,-4,14,10,100,18,16
76,shoot,"shoot W",1,959,120,20,18,17,-4,14,10,100,18,16
77,shoot,"shoot N",3,956,112,12,18,17,-4,14,10,100,18,16
78,shoot,"shoot W",1,956,112,12,18,17,-4,14,10,100,18,16
79,shoot,"shoot N",3,953,104,4,18,17,-4,14,10,100,18,16
80,shoot,"shoot W",1,967,96,4,18,17,-4,14,10,92,18,16
81,snowball,"snowball 18 14",3,984,96,4,18,17,-4,14,10,92,18,16
82,shoot,"shoot W",1,984,96,4,18,17,-4,14,10,92,18,16
83,shoot,"shoot N",3,982,92,-4,18,17,-4,14,10,92,18,16
84,shoot,"shoot N",3,982,92,-4,18,17,-4,14,10,92,18,16
85,shoot,"shoot N",3,982,92,-4,18,17,-4,14,10,92,18,16
86,shoot,"shoot N",3,996,84,-4,18,17,-4,14,10,84,18,16
87,shoot,"shoot N",3,1049,76,-4,18,17,-4,14,10,76,18,16
88,shoot,"shoot W",3,1062,68,-4,18,17,-4,14,10,68,18,16
89,shoot,"shoot W",3,1076,60,-4,18,17,-4,14,10,60,18,16
90,shoot,"shoot W",3,1089,52,-4,18,17,-4,14,10,52,18,16
91,shoot,"shoot W",3,1102,44,-4,18,17,-4,14,10,44,18,16
92,shoot,"shoot W",3,1116,36,-4,18,17,-4,14,10,36,18,16
93,shoot,"shoot W",3,1129,28,-4,18,17,-4,14,10,28,18,16
94,shoot,"shoot W",3,1142,20,-4,18,17,-4,14,10,20,18,16
95,shoot,"shoot W",3,1156,12,-4,18,17,-4,14,10,12,18,16
96,shoot,"shoot W",3,1169,4,-4,18,17,-4,14,10,4,18,16
